"","Organization.Name","Address","City","State","Postcode","Main.Phone..","Discipline","Council.District","Community.Board","Borough","Latitude","Longitude","Census.Tract","BIN","BBL","NTA"
"514","Ontological-Hysteric Theater, Inc.","260 West Broadway","New York","NY","10013","(212) 420-1916","Theater","Manhattan Council District #2","Manhattan Community Board #3","Manhattan",40.720404,-74.00544,33,1002740,1002127501,"SoHo-TriBeCa-Civic Center-Little Italy"
"515","Open Source Gallery, Inc.","257 17th street","Brooklyn","NY","11215","(646) 279-3969","Visual Arts","Brooklyn Council District #38","Brooklyn Community Board #7","Brooklyn",40.663312,-73.990618,143,3016464,3008670077,"Park Slope-Gowanus"
"516","Opera New York","309 West 104th Street 1D","New York","NY","10025","(212) 864-3753","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.80047,-73.969812,191,1057214,1018910011,"Upper West Side"
"517","Opera Orchestra of New York, Inc.","239 West 72nd Street, Ste. 2R","New York","NY","10023","(212) 799-1982","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.779228,-73.983069,159,1030513,1011640016,"Lincoln Square"
"518","Opera on Tap","320 Stratford Road","Brooklyn","NY","11218","(917) 538-7413","Music","Brooklyn Council District #40","Brooklyn Community Board #14","Brooklyn",40.640787,-73.968144,1522,3118186,3051410096,"Flatbush"
"519","Opportunity Music Project Foundation","4 West 43rd Street","New York","NY","10036","(917) 741-3190","Music","Manhattan Council District #4","Manhattan Community Board #5","Manhattan",40.754371,-73.980932,96,1034201,1012580042,"Midtown-Midtown South"
"520","Opus 118 Harlem School of Music","103 East 125th Street, 7th floor","New York","NY","10035","(212) 831-4455","Music","Manhattan Council District #8","Manhattan Community Board #11","Manhattan",40.804885,-73.938612,196,1054472,1017740001,"East Harlem North"
"521","Oracle Theatre, Inc.","146 Conselyea Street, Apt. 2R","Brooklyn","NY","11211","(516) 661-4044","Theater","Brooklyn Council District #34","Brooklyn Community Board #1","Brooklyn",40.715146,-73.945278,497,3068729,3027590015,"East Williamsburg"
"522","Oratorio Society of New York","1140 Avenue of the Americas","New York","NY","10036","(212) 400-7255","Music","Manhattan Council District #4","Manhattan Community Board #4","Manhattan",40.75623,-73.98309,96,1034217,1012600001,"Midtown-Midtown South"
"523","Oratorio Society of Queens, Inc.","33-19 210th Street","Bayside","NY","11361","(718) 347-0295","Music","Queens Council District #19","Queens Community Board #7","Queens",40.770661,-73.77808,1097,4135750,4061040042,"Bayside-Bayside Hills"
"524","Orchestra of the Bronx","5 Minerva Place, Apt. 2J","Bronx","NY","10468","(718) 365-4209","Music","Bronx Council District #15","Bronx Community Board #7","Bronx",40.871469,-73.891036,40701,2017596,2033190064,"Van Cortlandt Village"
"525","Orchestrating Dreams, Inc.","178 Bennett Ave","New York City","NY","10040","(347) 688-2747","Music","Queens Council District #24","Queens Community Board #8","Manhattan",40.855958,-73.934144,281,1064455,1021800466,"Washington Heights North"
"526","Organization of Puerto Rican Artists, Inc.","218 East 18th Street","New York","NY","10003","(212) 366-6900 x201","Visual Arts","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.735518,-73.98474,48,1019574,1008980046,"Gramercy"
"527","Origin Theatre Company","520 Eighth Avenue","New York","NY","10018","(212) 253-8300","Theater","Manhattan Council District #3","Manhattan Community Board #2","Manhattan",40.753612,-73.992417,109,1083624,1007860001,"Midtown-Midtown South"
"528","Original Music Workshop, Inc.","80 N. 6th Street","Brooklyn","NY","11249","(202) 236-3393","Music","Brooklyn Council District #33","Brooklyn Community Board #1","Brooklyn",40.719113,-73.961277,555,3062161,3023330019,"North Side-South Side"
"529","Orpheus Chamber Orchestra, Inc.","490 Riverside Drive, 11th Floor","New York","NY","10027","(212) 896-1706","Music","Manhattan Council District #9","Manhattan Community Board #9","Manhattan",40.812306,-73.963607,205,1081792,1019910032,"Morningside Heights"
"530","Other Side Productions","64 Seventh Avenue, #3B","New York","NY","10011","(212) 696-7847","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.738659,-73.999617,81,1013732,1007640037,"Hudson Yards-Chelsea-Flatiron-Union Square"
"531","Out of the Box Theatre Company, Inc.","323 West 75th Street, Apt. C","New York","NY","10023","(212) 362-8775","Theater","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.78214,-73.983939,163,1079390,1011850008,"Upper West Side"
"532","P.S.1 Contemporary Art Center, Inc.","22-25 Jackson Avenue","Long Island City","NY","11101","(718) 784-2084","Visual Arts","Queens Council District #26","Queens Community Board #2","Queens",40.745668,-73.946068,7,4000561,4000760016,"Hunters Point-Sunnyside-West Maspeth"
"533","PERFORMA, Inc.","100 West 23rd Street, Fifth Floor","New York","NY","10011","(212) 366-5700","Visual Arts","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.743081,-73.993237,91,1014803,1007980049,"Hudson Yards-Chelsea-Flatiron-Union Square"
"534","PRISM Quartet Incorporated","25 Indian Road, #2H","New York","NY","10034","(646) 489-0367","Music","Manhattan Council District #7","Manhattan Community Board #12","Manhattan",40.872631,-73.918951,307,1065081,1022500054,"Marble Hill-Inwood"
"535","Page Seventy-Three Productions, Inc.","80 Hanson Place","Brooklyn","NY","11217","(718) 398-2099","Theater","Brooklyn Council District #35","Brooklyn Community Board #6","Brooklyn",40.685488,-73.974421,35,3057479,3020030034,"Fort Greene"
"536","Paley Center for Media","25 West 52nd Street","New York","NY","10019","(212) 621-6625","Museum","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.760445,-73.977829,104,1076265,1012680021,"Midtown-Midtown South"
"537","Pamplemousse Productions, Inc.","304 West 75th Street, #3H","New York","NY","10023","(917) 930-4419","Music","Brooklyn Council District #34","Brooklyn Community Board #1","Brooklyn",40.631344,-74.027312,66,3148714,3059400011,"Bay Ridge"
"538","Pan Asian Repertory Theatre, Inc.","520 8th Avenue, Ste. 314","New York","NY","10018","(212) 868-4030","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.753612,-73.992417,109,1083624,1007860001,"Midtown-Midtown South"
"539","Paper Bag Players","185 East Broadway","New York","NY","10002","(212) 353-2332","Theater","Manhattan Council District #8","Manhattan Community Board #7","Manhattan",40.714154,-73.98902,6,1003618,1002840018,"Lower East Side"
"540","Parsifal's Productions, Inc.","220 East 4th Street","New York","NY","10009","(212) 995-8410","Theater","Manhattan Council District #2","Manhattan Community Board #3","Manhattan",40.7236,-73.983296,32,1081927,1003990020,"East Village"
"541","Participant, Inc.","253 East Houston Street, Ground Floor","New York","NY","10002","(212) 254-4334","Visual Arts","Manhattan Council District #1","Manhattan Community Board #3","Manhattan",40.721877,-73.98518,3001,1004336,1003550053,"Chinatown"
"542","Peace of Heart Choir, Inc.","2201 Amsterdam Avenue, Apt. 5D","New York","NY","10032","(917) 653-6968","Music","Manhattan Council District #10","Manhattan Community Board #12","Manhattan",40.840567,-73.936392,249,1062676,1021120015,"Washington Heights South"
"543","Pearl Theatre Company, Inc.","555 West 42nd Street","New York","NY","10036","(212) 505-3401 x12","Theater","Manhattan Council District #2","Manhattan Community Board #3","Manhattan",40.76037,-73.997213,129,1026911,1010710001,"Clinton"
"544","Pellettieri Stone Carvers' Academy","114 morningside drive, apartment 52","New York","NY","10027","(646) 229-6418","Visual Arts","Manhattan Council District #7","Manhattan Community Board #9","Manhattan",40.80991,-73.957157,20701,1059524,1019630055,"Morningside Heights"
"545","People's Theatre Project, Inc.","5030 Broadway, Suite 660","New York","NY","10034","(646) 398-9062","Theater","Manhattan Council District #10","Manhattan Community Board #12","Manhattan",40.869034,-73.917275,303,1064883,1022310001,"Marble Hill-Inwood"
"546","Percussia","37-22 85th Street #1","Jackson Heights","NY","11372","(718) 813-6171","Music","Queens Council District #21","Queens Community Board #3","Queens",40.749706,-73.881468,281,4036230,4014720015,"Jackson Heights"
"547","Performing Artservices, Inc.","260 West Broadway","New York","NY","10013","(212) 941-8911","Theater","Manhattan Council District #1","Manhattan Community Board #1","Manhattan",40.720404,-74.00544,33,1002740,1002127501,"SoHo-TriBeCa-Civic Center-Little Italy"
"548","Perlman Music Program, Inc.","19 West 69th Street, #501","New York","NY","10023","(212) 877-3230","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.774622,-73.978153,153,1028505,1011220022,"Lincoln Square"
"549","Philharmonic - Symphony Society of New York, Inc.","10 Lincoln Center Plaza","New York","NY","10023","(212) 875-5721","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan",40.772473,-73.982421,149,1081023,1011340001,"Lincoln Square"
"550","Phoenix Theatre Ensemble","200 East 10th Street, #180","New York","NY","10003","(212) 586-3709","Theater","Manhattan Council District #2","Manhattan Community Board #5","Manhattan",40.72951,-73.986203,40,1006404,1004510006,"East Village"
"551","Pierpont Morgan Library","225 Madison Avenue","New York","NY","10016","(212) 590-0305","Museum","Manhattan Council District #3","Manhattan Community Board #6","Manhattan",40.749387,-73.981763,82,1017186,1008660058,"Murray Hill-Kips Bay"
"552","Play Production Company, Inc.","321 West 44th Street, Suite 802","New York","NY","10036","(212) 398-2977","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.75889,-73.989669,121,1080878,1010350017,"Clinton"
"553","Plays for Living, Inc.","505 Eighth Avenue, Suite 1202","New York","NY","10018","(212) 760-2751","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.753047,-73.99285,111,1013575,1007590037,"Hudson Yards-Chelsea-Flatiron-Union Square"
"554","Playwrights Horizons, Inc.","416 West 42nd Street","New York","NY","10036","(212) 564-1235","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.758742,-73.993394,115,1026333,1010510041,"Clinton"
"555","Playwrights Realm, Inc.","520 Eighth Avenue","New York","NY","10018","(212) 255-3089","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.753612,-73.992417,109,1083624,1007860001,"Midtown-Midtown South"
"556","Polaris Productions Inc.","245 8th Avenue","New York","NY","10011","(917) 658-9538","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.744901,-73.998784,93,1013361,1007460038,"Hudson Yards-Chelsea-Flatiron-Union Square"
"557","Pregones Touring Puerto Rican Theatre Collection, Inc.","571-575 Walton Avenue","Bronx","NY","10451","(718) 585-1202","Theater","Manhattan Council District #8","Bronx Community Board #4","Bronx",40.819393,-73.928132,63,2001107,2023520045,"West Concourse"
"558","Present Theatre Company","518 East 6th Street","New York","NY","10009","(212) 279-4455","Theater","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.725192,-73.983317,32,1005051,1004010019,"East Village"
"559","Pride Not Prejudice, Inc.","407 Rugby Rd","New York","NY","11226","(718) 462-7187","Theater","Brooklyn Council District #40","Brooklyn Community Board #17","Brooklyn",40.639804,-73.965096,520,3118700,3051570055,"Flatbush"
"560","Primary Information, Inc.","41 Grand Street","New York","NY","10013","(646) 894-5547","Visual Arts","Manhattan Council District #1","Manhattan Community Board #2","Manhattan",40.722575,-74.004174,47,1002943,1002270019,"SoHo-TriBeCa-Civic Center-Little Italy"
"561","Primary Stages Company, Inc.","307 West 38th Street, Ste. 1510","New York","NY","10018","(212) 840-9705 x201","Theater","Manhattan Council District #4","Manhattan Community Board #4","Manhattan",40.754946,-73.992175,115,1013643,1007620025,"Clinton"
"562","Printed Matter, Inc.","231 Eleventh Avenue","New York","NY","10001","(212) 925-0325","Visual Arts","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.750489,-74.005858,99,1012267,1006700050,"Hudson Yards-Chelsea-Flatiron-Union Square"
"563","Project Y Theatre, Inc.","447 Ft. Washington Avenue","New York","NY","10033","(646) 717-2094","Theater","Manhattan Council District #7","Manhattan Community Board #12","Manhattan",40.850192,-73.938584,265,1064296,1021770087,"Washington Heights South"
"564","Prospect Park Alliance, Inc.","95 Prospect Park West","Brooklyn","NY","11215","(718) 965-8951","Museum","Brooklyn Council District #39","Brooklyn Community Board #6","Brooklyn",40.667391,-73.974508,177,3339260,3011170001,"park-cemetery-etc-Brooklyn"
"565","Prospect Theater Company, Inc.","520 Eighth Avenue, Ste. 307, Third Floor","New York","NY","10018","(212) 594-4476","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.753612,-73.992417,109,1083624,1007860001,"Midtown-Midtown South"
"566","Public Art Fund, Inc.","1 East 53rd Street, 11th Floor","New York","NY","10022","(212) 980-4575","Visual Arts","Manhattan Council District #3","Manhattan Community Board #5","Manhattan",40.760324,-73.975584,102,1035725,1012890005,"Midtown-Midtown South"
"567","Puerto Rican Traveling Theatre Company Inc.","141 West 94th Street","New York","NY","10025","(212) 354-1293","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.792225,-73.970029,181,1032554,1012250016,"Upper West Side"
"568","Puerto Rican Workshop, Inc.","1680 Lexington Avenue","New York","NY","10029","(212) 831-4333","Visual Arts","Manhattan Council District #8","Manhattan Community Board #11","Manhattan",40.791881,-73.946558,172,1051991,1016330013,"East Harlem South"
"569","Pulse Ensemble Theatre, Inc.","248 West 35th Street, 15th Floor","New York","NY","10001","(212) 695-1596","Theater","Manhattan Council District #5","Manhattan Community Board #3","Manhattan",40.75224,-73.99154,109,1014416,1007840068,"Midtown-Midtown South"
"570","Puppet Works, Inc.","338 6th Avenue","Brooklyn","NY","11215","(718) 965-3391","Theater","Brooklyn Council District #39","Brooklyn Community Board #6","Brooklyn",40.670966,-73.981507,135,3021213,3009850043,"Park Slope-Gowanus"
"571","Queen's Theatre Company, Inc.","Times Square Station","New York","NY","10108","(917) 648-4167","Theater","Manhattan Council District #3","Manhattan Community Board #4","Manhattan",40.756582,-73.989637,113,1000000,1009950001,"Midtown-Midtown South"
