Organization Name,Address,City,State,Postcode,Main Phone #,Discipline,Council District,Community Board,Borough,Latitude,Longitude,Census Tract,BIN,BBL,NTA
Mass Transit Street Theater,P.O. Box 347,Bronx,NY,10468,(718) 882-2454,Theater,Bronx Council District #14,Bronx Community Board #7,Bronx,,,,,,
"MasterVoices, Inc.",1441 Broadway,New York,NY,10018,(646) 202-9623,Music,Manhattan Council District #4,Manhattan Community Board #5,Manhattan,40.754707,-73.986753,113,1022569,1009930055,Midtown-Midtown South
"Maysles Institute, Inc.",343 Lenox Avenue,New York,NY,10027,(212) 582-6050 x214,Film/Video/Audio,Manhattan Council District #9,Manhattan Community Board #10,Manhattan,40.809254,-73.944416,224,1086536,1019120130,Central Harlem North-Polo Grounds
McDougald Jackson Leake Community Development Corporation,P.O. Box 488,Bronx,NY,10453,(347) 409-0288,"Multi-Discipline, Performing",Bronx Council District #14,Bronx Community Board #5,Bronx,,,,,,
"Medicine Show Theatre Ensemble, Inc.","549 West 52nd Street, Third Floor",New York,NY,10019,(212) 262-4216,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.766669,-73.992603,135,1081734,1010810080,Clinton
"Meet the Composer, Inc.","90 John Street, Ste. 312",New York,NY,10038,(212) 645-6949 x111,Music,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.708173,-74.006464,1502,1001127,1000697502,Battery Park City-Lower Manhattan
Megan Jill Paznik,"275 West 22nd Street, Suite 2A",New York,NY,10011,(212) 924-3622,Film/Video/Audio,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.74425,-73.998051,91,1014107,1007720007,Hudson Yards-Chelsea-Flatiron-Union Square
"Mekong, Inc.",2471 University Avenue,Bronx,NY,10468,(347) 918-9220,"Multi-Discipl, Perf & Non-Perf",Bronx Council District #14,Bronx Community Board #7,Bronx,40.864671,-73.90374,263,2014819,2032190201,Kingsbridge Heights
"Melodia Women's Choir of NYC, Inc.","446 West 47th Street, Apt. 1B",New York,NY,10036,(212) 757-2945,Music,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.762173,-73.991679,127,1026520,1010567501,Clinton
"Melting Pot Theatre, Inc.","2444 Broadway, Suite 231",New York,NY,10024,(212) 874-7210 x2,Theater,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.791029,-73.974417,179,1033556,1012387501,Upper West Side
"Mencius Society for the Arts, Inc.",243 Grand St. 2F,New York,NY,10002,(212) 431-7373,Music,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.718321,-73.994408,16,1003932,1003040018,Chinatown
Mendelssohn Glee Club,"393 West End Avenue, Apt. 8C",New York,NY,10024,(845) 525-0100,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.784133,-73.981335,167,1031127,1011860083,Upper West Side
Mercantile Library Association of the City of New York,17 East 47th Street,New York,NY,10017,(212) 755-6710,Literature,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.756246,-73.977571,94,1035417,1012830013,Midtown-Midtown South
Mercy Corps,75 Broad Street,New York,NY,10004,(212) 537-0508,"Multi-Discipline, Non-Perform",Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.704487,-74.011556,9,1000849,1000290070,Battery Park City-Lower Manhattan
Messenger Theatre Corp,617 W. 190th St. #2B,New York,NY,10040,(646) 522-5300,Theater,Manhattan Council District #10,Manhattan Community Board #12,Queens,,,,,,
Metro Chamber Orchestra Incorporated,8821 16th Avenue,New York,NY,11214,(718) 801-3811,Music,Brooklyn Council District #43,Brooklyn Community Board #11,Brooklyn,40.605702,-74.011852,174,3168405,3064300015,Bath Beach
"Metropolis Ensemble, Inc.",34-33 84th Street,Queens,NY,11372,(917) 930-6106,Music,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,,,,,,
Metropolitan Historic Structures Association,232 East 11th Street,New York,NY,10003,(718) 343-8830,"Multi-Discipline, Non-Perform",Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.730817,-73.987433,40,1006817,1004660025,East Village
Metropolitan Museum of Art,1000 Fifth Avenue,New York,NY,10028,(212) 879-5500,Visual Arts,Manhattan Council District #6,Manhattan Community Board #8,Manhattan,40.778633,-73.962546,143,1083810,1011110001,park-cemetery-etc-Manhattan
"Metropolitan Opera Association, Inc.",30 Lincoln Center,New York,NY,10023,(212) 870-7647,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.772031,-73.98275,149,1081022,1011340001,Lincoln Square
"Metropolitan Opera Guild, Inc.","70 Lincoln Center Plaza, Sixth Floor",New York,NY,10023,(212) 769-7069,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.773626,-73.983591,149,1077844,1011377501,Lincoln Square
Metropolitan Waterfront Alliance,"241 Water Street, 3rd Floor",New York,NY,10038,(212) 935-9831,"Multi-Discipline, Non-Perform",Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.707981,-74.002471,1501,1078980,1000970051,Battery Park City-Lower Manhattan
Mexican American Symphony Orchestra,30 West 63rd Street,New York,NY,10023,(212) 564-0508,Music,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.77109,-73.981454,149,1027463,1011157503,Lincoln Square
Mexican Cultural Institute,27 east 39th street,New York,NY,10016,(212) 217-6478,Other,Manhattan Council District #4,Manhattan Community Board #6,Brooklyn,40.655555,-73.941409,814,,,East Flatbush-Farragut
"Mexicanos Unidos de Queens, Inc.",94-28 32nd Avenue,East Elmhurst,NY,11369,(718) 779-8508,Dance,Queens Council District #21,Queens Community Board #3,Queens,40.758622,-73.874136,353,4034911,4014240013,East Elmhurst
"MiShinnah Productions, Inc",435 E. 76th Street #3D,New York,NY,10021,(917) 664-9696,"Multi-Discipline, Performing",Manhattan Council District #5,Manhattan Community Board #8,Manhattan,40.770025,-73.953222,132,1045956,1014717501,Lenox Hill-Roosevelt Island
Michael Chekhov Theatre Company,"161 Sixth Avenue, 14th Floor",New York,NY,10013,(212) 691-6969 x13,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.725677,-74.003976,37,1007822,1005050031,SoHo-TriBeCa-Civic Center-Little Italy
"Mid-Bronx Senior Citizens Council, Inc.",900 Grand Concourse,Bronx,NY,10451,(718) 588-8200,"Multi-Discipl, Perf & Non-Perf",Bronx Council District #12,Bronx Community Board #4,Bronx,40.827412,-73.922277,18301,2002802,2024600001,East Concourse-Concourse Village
"Midori Foundation, Inc.","352 Seventh Avenue, Ste. 301",New York,NY,10001,(212) 767-1300 x18,Music,Manhattan Council District #3,Manhattan Community Board #6,Manhattan,40.748208,-73.992663,95,1014291,1007790041,Midtown-Midtown South
"Midtown Management Group, Inc.","630 Ninth Avenue, Ste. 802",New York,NY,10036,(212) 245-0710,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.760038,-73.991449,121,1024982,1010350001,Clinton
"Migrating Forms Festival, Inc",Cooper Station,New York,NY,10276,(347) 834-7738,Film/Video/Audio,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,,,,,,
Millennium Dance Company,138 west 180th street,Bronx,NY,10453,(718) 993-2555,"Multi-Discipl, Perf & Non-Perf",Bronx Council District #14,Bronx Community Board #10,Bronx,40.856134,-73.912949,24502,2014874,2032210041,University Heights-Morris Heights
"Millennium Film Workshop, Inc.",66 East 4th Street,New York,NY,10003,(212) 673-0090,Film/Video/Audio,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.726634,-73.990497,38,1082672,1004590019,East Village
"Mind to Move, Inc.",129 Columbia Heights,Brooklyn,NY,11201,(917) 767-6350,Dance,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn,40.698605,-73.996177,301,3001710,3002290006,Brooklyn Heights-Cobble Hill
Mind-Builders Creative Arts Center,333 E. 206th St,Bronx,NY,10467,(718) 652-6256 x11,"Multi-Discipline, Performing",Bronx Council District #11,Bronx Community Board #12,Bronx,40.87492,-73.878414,423,2018139,2033420038,Norwood
"Mint Theater Company, Inc.",330 West 42nd Street,New York,NY,10036,(212) 315-9434,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.757661,-73.990832,115,1024926,1010320048,Clinton
"Mirror Theatre, Ltd.",P.O. Box 286186,New York,NY,10128-0811,(646) 688-4365,Theater,Manhattan Council District #4,Manhattan Community Board #8,Manhattan,,,,,,
"Misnomer, Inc.","588 10th Street, Apt. 4",Brooklyn,NY,11215,(917) 602-0478,Dance,Brooklyn Council District #39,Brooklyn Community Board #6,Brooklyn,40.665699,-73.980867,151,3026146,3010940030,Park Slope-Gowanus
Mixteca Organization Inc,245 23rd St 2nd Floor,Brooklyn,NY,11215,(718) 965-4795,Visual Arts,Brooklyn Council District #38,Brooklyn Community Board #7,Brooklyn,40.659942,-73.994096,145,3017611,3008990001,Sunset Park West
"Momenta Art, Inc.",56 Bogart Street,Brooklyn,NY,11206,(718) 218-8058,Visual Arts,Brooklyn Council District #34,Brooklyn Community Board #1,Brooklyn,40.705533,-73.933351,453,3071424,3030930001,Bushwick North
"Monica Bill Barnes & Company, Inc.","41 Perry Street, Apt. 2A",New York,NY,10014,(917) 903-0149,Dance,Manhattan Council District #3,Manhattan Community Board #2,Manhattan,40.735621,-74.002818,73,1010930,1006130040,West Village
Moose Hall Theatre Company,"25 Indian Road, Studio 4G",New York,NY,10034,(212) 304-8950,Theater,Manhattan Council District #7,Manhattan Community Board #12,Manhattan,40.872631,-73.918951,307,1065081,1022500054,Marble Hill-Inwood
"Morballet, Inc.",315 W 105th St,New York,NY,10025,(203) 313-4300,Dance,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.801139,-73.96945,191,1057232,1018910046,Upper West Side
"More Art, Inc.","71 Nassau Street, Apt. 13A",New York,NY,10038,(212) 260-7607,"Multi-Discipline, Non-Perform",Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.709639,-74.008325,1502,1001215,1000797503,Battery Park City-Lower Manhattan
"Morphoses, Ltd.",800 Fifth Avenue #18B,New York,NY,10065,(212) 813-9818,Dance,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.765609,-73.972022,11401,1078315,1013760001,Upper East Side-Carnegie Hill
"Morris-Jumel Mansion, Inc.",65 Jumel Terrace,New York,NY,10032,(212) 923-8008,Museum,Manhattan Council District #10,Manhattan Community Board #12,Manhattan,40.835076,-73.938562,24301,1084189,1021090106,Washington Heights South
"Motherhood Foundation, Inc.",401 E 84th,New York City,NY,10028,(212) 452-9816,Museum,Manhattan Council District #5,Manhattan Community Board #8,Manhattan,,,,,,
"Movement Research, Inc.",150 First Avenue,New York,NY,10009,(212) 598-0551 x2,Dance,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.728261,-73.984785,34,1005894,1004370001,East Village
"Moving Theater, Inc.",P.O. Box 1449,New York,NY,10150,(917) 553-5645,"Multi-Discipline, Performing",Brooklyn Council District #37,Brooklyn Community Board #4,Brooklyn,,,,,,
"Mud Bone Collective, Inc.",P.O. Box 21167,Brooklyn,NY,11202,(718) 404-9220,Theater,Brooklyn Council District #39,Brooklyn Community Board #6,Brooklyn,,,,,,
Muller Works Foundation,"131 West 24th Street, 4th Floor",New York,NY,10011,(212) 691-3803,Dance,Manhattan Council District #3,Manhattan Community Board #4,Manhattan,40.744011,-73.993349,91,1014979,1008000022,Hudson Yards-Chelsea-Flatiron-Union Square
"Multicultural Music Group, Inc.",601 Walton Avenue,Bronx,NY,10451,(718) 884-5495,Music,Bronx Council District #17,Bronx Community Board #1,Bronx,40.820221,-73.927849,63,2001136,2023530048,West Concourse
Multicultural Youth Arts Program,82-46 234 Street,Bellerose Manor,NY,11427,(917) 414-3753,Other,Queens Council District #32,Queens Community Board #9,Queens,40.735279,-73.736817,1301,4166158,4079340064,Bellerose
Municipal Art Society of New York,488 Madison Avenue,New York,NY,10022,(212) 935-3960 x232,Architecture/Design,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.758888,-73.974855,102,1035470,1012870014,Midtown-Midtown South
Museum at Eldridge Street,12 Eldridge Street,New York,NY,10002,(212) 219-0888 x203,Museum,Manhattan Council District #1,Manhattan Community Board #3,Manhattan,40.714733,-73.993713,16,1003778,1002930003,Chinatown
Museum for African Art,1280 Fifth Avenue,New York,NY,10029,(718) 784-7700 x107,Museum,Queens Council District #26,Queens Community Board #1,Queens,,,,,,
"Museum of African American Cinema, Inc.","163 West 125th Street, Suite 903",New York,NY,10027,(212) 749-5298,Museum,Manhattan Council District #9,Manhattan Community Board #10,Manhattan,40.808644,-73.947524,222,1081602,1019100001,Central Harlem South
Museum of American Finance,48 Wall Street,New York,NY,10005,(212) 908-4110,Museum,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.706331,-74.009396,7,1001005,1000400014,Battery Park City-Lower Manhattan
Museum of Arts & Design,2 Columbus Circle,New York,NY,10019,(212) 956-3535 x133,Museum,Manhattan Council District #6,Manhattan Community Board #5,Manhattan,40.7677,-73.981957,137,1024910,1010300001,Midtown-Midtown South
Museum of Biblical Art,1865 Broadway,New York,NY,10023,(212) 408-1236,Museum,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.769995,-73.982137,145,1090158,1011140009,Lincoln Square
Museum of Chinese in the Americas,"70 Mulberry Street, 2nd Floor",New York,NY,10013,(212) 619-4785 x108,Museum,Manhattan Council District #1,Manhattan Community Board #3,Manhattan,40.716092,-73.999203,29,1066494,1002000001,Chinatown
Museum of Comic and Cartoon Art,"594 Broadway, Ste. 401",New York,NY,10012,(212) 254-3511,Museum,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.72496,-73.997157,43,1007944,1005110012,SoHo-TriBeCa-Civic Center-Little Italy
"Museum of Contemporary African Diasporian Arts, Inc.",80 Hanson Place,Brooklyn,NY,11217,(718) 230-0492 x113,Museum,Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn,40.685488,-73.974421,35,3057479,3020030034,Fort Greene
Museum of Food and Drink,232 East 11th Street,New York,NY,10003,(212) 228-5482,Museum,Manhattan Council District #2,Manhattan Community Board #3,Manhattan,40.730817,-73.987433,40,1006817,1004660025,East Village
Museum of Jewish Heritage � A Living Memorial to the Holocaust,36 Battery Place,New York,NY,10280,(646) 437-4200,Museum,Manhattan Council District #1,Manhattan Community Board #1,Manhattan,40.705806,-74.018019,31704,1084594,1000160010,Battery Park City-Lower Manhattan
Museum of Maritime Navigation and Communication,1208 Bay Street,New York,NY,10305,(718) 594-1717,Museum,Staten Island Council Dist #49,Staten Island Community Brd #1,Staten Island,40.613825,-74.065952,8,5042811,5028540023,Stapleton-Rosebank
Museum of Modern Art,11 West 53rd Street,New York,NY,10019,(212) 708-9773,Museum,Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.761002,-73.977201,104,1081128,1012690020,Midtown-Midtown South
Museum of Music & Entertainment in New York City,"550 Grand Street, H3A",New York,NY,10002,(646) 342-7740,Music,Manhattan Council District #1,Manhattan Community Board #3,Manhattan,40.714117,-73.980402,12,1076784,1003310120,Lower East Side
Museum of the City of New York,1220 Fifth Avenue,New York,NY,10029,(212) 534-1672,Museum,Manhattan Council District #8,Manhattan Community Board #11,Manhattan,40.792438,-73.952448,168,1074157,1016090001,East Harlem South
"Music Associates of New York, Ltd.",P.O. Box 604565,Bay Terrace,NY,11360,(718) 352-3995,Music,,Queens Community Board #11,Queens,,,,,,
"Music Before 1800, Inc.",529 West 121 Street,New York,NY,10027,(212) 666-0675,Music,Manhattan Council District #9,Manhattan Community Board #1,Manhattan,40.810834,-73.960664,203,1059650,1019760009,Morningside Heights
Music Forward,72 Orange Street,Brooklyn,NY,11201,(347) 457-5129,Music,Brooklyn Council District #39,Brooklyn Community Board #7,Manhattan,,,,,,
"Music Outreach/Learning Through Music, Inc.",677 West End Avenue,New York,NY,10025,(212) 316-2000,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan,40.793197,-73.974723,179,1034124,1012520020,Upper West Side
"Music at the Anthology, Inc.",260 West Broadway,New York,NY,10013,(212) 563-5124,Music,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn,40.708935,-73.959386,525,,,North Side-South Side
Music for Autism,PO Box 1136,New York,NY,10113,(646) 964-6487,Music,Manhattan Council District #4,Manhattan Community Board #5,Manhattan,,,,,,
Music from China,"170 Park Row, Apt. 12D",New York,NY,10038,(212) 941-8733,Music,Manhattan Council District #1,Manhattan Community Board #2,Manhattan,40.713139,-74.000231,29,1077439,1001610001,Chinatown
Music in the Center,"2350 Broadway, Ste. 203",New York,NY,10024,(917) 459-6527,Music,Bronx Council District #15,Bronx Community Board #6,Manhattan,40.788007,-73.976747,171,1033133,1012330016,Upper West Side
"Music-Theatre Group, Inc.",20 Jay Street,Brooklyn,NY,11201,(718) 797-1145,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #5,Manhattan,40.718068,-74.010191,39,1001553,1001430021,SoHo-TriBeCa-Civic Center-Little Italy
